DENT_CODE,COMMODITY_DESC,LANG,DISCIPLINE,OBJECT,UNIT_SET,UNIT,PART_CODE,FLIA_SLFIA,FABRICANTE,CATALOGO,USER_I,COUNTRY,TAMDESC1,TAMDESC2,TAMDESC3,INPUT_1,INPUT_2,INPUT_3,UNIT1,UNIT2,UNIT3
CCC0A0HKB01B003000,"TUBERIA RIGIDA, ALUMINIO LIBRE DE COBRE -NATURAL, CONDUIT RIGIDO DE PARED GRUESA, UBICACIÓN EN AREA NO PELIGROSA, ROSCA MACHO",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4622,INDALUM,,,VE,Diametro_FR,Longitud,I_SIZE1,1.25,3,0,IN,M,-
CCC0A0HKB01D003000,"TUBERIA RIGIDA, ALUMINIO LIBRE DE COBRE -NATURAL, CONDUIT RIGIDO DE PARED GRUESA, UBICACIÓN EN AREA NO PELIGROSA, ROSCA MACHO",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4622,INDALUM,,,VE,Diametro_FR,Longitud,I_SIZE1,1.5,3,0,IN,M,-
CCC0A0HKB02D003000,"TUBERIA RIGIDA, ALUMINIO LIBRE DE COBRE -NATURAL, CONDUIT RIGIDO DE PARED GRUESA, UBICACIÓN EN AREA NO PELIGROSA, ROSCA MACHO",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4622,INDALUM,,,VE,Diametro_FR,Longitud,I_SIZE1,2.5,3,0,IN,M,-
CCC0S4U0C001064000,"TUBERIA RIGIDA, ACERO GALVANIZADO EN CALIENTE, CONDUIT RIGIDO DE PARED GRUESA (ANSI C-80.1), ROSCA MACHO X ROSCA HEMBRA",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,1,6.4,0,IN,M,-
CCC0S4U0C002064000,"TUBERIA RIGIDA, ACERO GALVANIZADO EN CALIENTE, CONDUIT RIGIDO DE PARED GRUESA (ANSI C-80.1), ROSCA MACHO X ROSCA HEMBRA",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,2,6.4,0,IN,M,-
CCC0S4U0C004064000,"TUBERIA RIGIDA, ACERO GALVANIZADO EN CALIENTE, CONDUIT RIGIDO DE PARED GRUESA (ANSI C-80.1), ROSCA MACHO X ROSCA HEMBRA",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,4,6.4,0,IN,M,-
CCC0S4U0C006064000,"TUBERIA RIGIDA, ACERO GALVANIZADO EN CALIENTE, CONDUIT RIGIDO DE PARED GRUESA (ANSI C-80.1), ROSCA MACHO X ROSCA HEMBRA",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,6,6.4,0,IN,M,-
CCC0S4U0C00F064000,"TUBERIA RIGIDA, ACERO GALVANIZADO EN CALIENTE, CONDUIT RIGIDO DE PARED GRUESA (ANSI C-80.1), ROSCA MACHO X ROSCA HEMBRA",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,0.75,6.4,0,IN,M,-
CCC0S4U0C01D064000,"TUBERIA RIGIDA, ACERO GALVANIZADO EN CALIENTE, CONDUIT RIGIDO DE PARED GRUESA (ANSI C-80.1), ROSCA MACHO X ROSCA HEMBRA",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,1.5,6.4,0,IN,M,-
CCC0S9M0S001003000,"TUBERIA RIGIDA, ACERO GALVANIZADO ELECTROLITICO (ELECTROGALVANIZADO, ELECTROPLATEADO CON ZINC), EMT (CONDUIT RIGIDO DE PARED DELGADA), EXTREMOS LISOS",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,1,3,0,IN,M,-
CCC0S9M0S002003000,"TUBERIA RIGIDA, ACERO GALVANIZADO ELECTROLITICO (ELECTROGALVANIZADO, ELECTROPLATEADO CON ZINC), EMT (CONDUIT RIGIDO DE PARED DELGADA), EXTREMOS LISOS",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,2,3,0,IN,M,-
CCC0S9M0S00D003000,"TUBERIA RIGIDA, ACERO GALVANIZADO ELECTROLITICO (ELECTROGALVANIZADO, ELECTROPLATEADO CON ZINC), EMT (CONDUIT RIGIDO DE PARED DELGADA), EXTREMOS LISOS",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,0.5,3,0,IN,M,-
CCC0S9M0S00F003000,"TUBERIA RIGIDA, ACERO GALVANIZADO ELECTROLITICO (ELECTROGALVANIZADO, ELECTROPLATEADO CON ZINC), EMT (CONDUIT RIGIDO DE PARED DELGADA), EXTREMOS LISOS",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,0.75,3,0,IN,M,-
CCC0S9M0S01D003000,"TUBERIA RIGIDA, ACERO GALVANIZADO ELECTROLITICO (ELECTROGALVANIZADO, ELECTROPLATEADO CON ZINC), EMT (CONDUIT RIGIDO DE PARED DELGADA), EXTREMOS LISOS",Spanish,ELECTRICAL,E_C004_PC,PC,PC,CC0,4620,,,,VE,Diametro_FR,Longitud,I_SIZE1,1.5,3,0,IN,M,-
CXCCF68K0001000000,"TAPA PARA CONDULETA, FERALOY/ELECTROGALVANIZADO,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XCC,4620,CROUSE-HINDS,380F,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXCCF68K0002000000,"TAPA PARA CONDULETA, FERALOY/ELECTROGALVANIZADO,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XCC,4620,CROUSE-HINDS,680F,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXCCF68K0003000000,"TAPA PARA CONDULETA, FERALOY/ELECTROGALVANIZADO,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XCC,4620,CROUSE-HINDS,880F,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
CXCCF68K0004000000,"TAPA PARA CONDULETA, FERALOY/ELECTROGALVANIZADO,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XCC,4620,CROUSE-HINDS,980F,,VE,Diametro_FR,I_SIZE1,I_SIZE2,4,0,0,IN,-,-
CXCCF68K000D000000,"TAPA PARA CONDULETA, FERALOY/ELECTROGALVANIZADO,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XCC,4620,CROUSE-HINDS,180F,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.5,0,0,IN,-,-
CXCCF68K000F000000,"TAPA PARA CONDULETA, FERALOY/ELECTROGALVANIZADO,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XCC,4620,CROUSE-HINDS,280F,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CXCCF68K001D000000,"TAPA PARA CONDULETA, FERALOY/ELECTROGALVANIZADO,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XCC,4620,CROUSE-HINDS,580F,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXSGN08K0001000000,"EMPACADURA SOLIDA CONDULETA, NEOPRENO NATURAL, FORMA 8 (TORNILLO), UBICACIÓN EN AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XSG,4620,CROUSE-HINDS,GASK853N,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXSGN08K000D000000,"EMPACADURA SOLIDA CONDULETA, NEOPRENO NATURAL, FORMA 8 (TORNILLO), UBICACIÓN EN AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XSG,4620,CROUSE-HINDS,GASK851N,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.5,0,0,IN,-,-
CXSGN08K000F000000,"EMPACADURA SOLIDA CONDULETA, NEOPRENO NATURAL, FORMA 8 (TORNILLO), UBICACIÓN EN AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XSG,4620,CROUSE-HINDS,GASK852N,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CX0GN08K0002000000,"EMPACADURA ABIERTA PARA CONDULETA, DE NEOPRENO NATURAL, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,X0G,4620,CROUSE-HINDS,GASK806N,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CX0GN08K0003000000,"EMPACADURA ABIERTA PARA CONDULETA, DE NEOPRENO NATURAL, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,X0G,4620,CROUSE-HINDS,GASK808N,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
CX0GN08K0004000000,"EMPACADURA ABIERTA PARA CONDULETA, DE NEOPRENO NATURAL, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,X0G,4620,CROUSE-HINDS,GASK8089N,,VE,Diametro_FR,I_SIZE1,I_SIZE2,4,0,0,IN,-,-
CX0GN08K001D000000,"EMPACADURA ABIERTA PARA CONDULETA, DE NEOPRENO NATURAL, FORMA 8, AREA NO PELIGROSA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,X0G,4620,CROUSE-HINDS,GASK805N,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
